p0_66,147.972
p10_36,140.964
p11_70,149.619
p11_98,107.023
p11_99,115.164
p12_21,116.294
p12_24,-999900
p12_25,120.593
p13_20,230.943
p14_13,181.998
p19_54,108.332
p1_24,236.998
p20_36,132.301
p22_17,181.24
p22_61,277.126
p23_3,114.828
p24_58,212.998
p26_71,245.823
p27_99,175.342
p28_7,182.499
p28_52,-999900
p28_91,124.365
p2_73,269.271
p30_0,269.967
p30_21,153.406
p30_53,145.968
p31_24,274.993
p31_56,128.383
p33_19,118.878
p35_79,117.118
p37_73,-999900
p38_29,125.287
p38_48,154.014
p38_68,162.556
p39_65,270.747
p39_86,269.723
p3_32,-999900
p40_9,128.08
p40_70,187.607
p40_79,173.264
p41_18,151.352
p41_21,209.121
p41_90,-999900
p42_21,-999900
p42_87,109.548
p44_21,280.959
p44_50,178.832
p45_11,249.177
p45_39,124.65
p46_32,154.553
p47_8,129.226
p49_56,118.142
p4_77,182.106
p50_3,234.422
p50_22,225.216
p50_92,114.4
p54_45,211.964
p56_28,99.5206
p56_54,102.635
p57_6,143.172
p57_65,282.724
p57_70,126.688
p58_92,170.854
p59_22,260.778
p59_85,145.046
p5_5,200.851
p61_0,186.512
p62_17,237.141
p62_29,132.172
p62_95,223.128
p65_12,293.632
p65_36,170.101
p65_46,268.113
p65_59,193.674
p66_6,150.281
p66_72,120.6
p67_52,266.769
p67_55,175.593
p67_60,295.249
p67_85,281.629
p68_75,324.051
p6_29,148.682
p6_44,114.923
p6_79,87.8196
p70_20,295.042
p72_25,112.795
p72_98,346.012
p73_37,271.881
p74_45,131.458
p75_13,178.32
p75_30,182.361
p75_83,253.193
p76_73,183.162
p77_49,172.813
p77_53,114.436
p77_56,248.215
p79_42,126.155
p79_60,98.1106
p79_85,250.06
p7_14,180.919
p7_27,258
p7_28,221.614
p7_37,286.557
p7_49,202.001
p80_0,127.9
p80_29,126.219
p80_69,152.093
p81_33,129.502
p82_13,-999900
p83_94,264.508
p84_39,121.032
p86_1,257.202
p86_86,285.493
p87_52,245.206
p88_87,181.039
p89_61,264.18
p8_4,294.758
p8_72,270.948
p90_22,276.071
p91_72,127.592
p92_14,162.807
p93_8,-999900
p94_17,153.303
p94_49,175.168
p95_34,274.737
p96_35,117.128
p96_99,161.266
p97_3,139.505
p97_51,107.064
p97_90,112.126
p98_80,-999900
p99_38,277.011
p9_37,107.599
p100_11,188.655
p100_92,-999900
p110_28,123.723
p110_37,266.439
p110_75,309.103
p112_49,-999900
p113_1,294.813
p113_45,124.229
p113_55,125.387
p114_64,284.146
p114_97,141.543
p115_69,236.398
p117_53,131.761
p119_24,266.148
p120_92,224.684
p121_53,280.567
p121_63,124.728
p121_81,171.239
p122_3,266.701
p123_32,242.811
p123_87,173.845
p124_45,173.581
p125_8,121.593
p126_30,197.529
p126_50,116.708
p126_92,124.875
p127_85,268.328
p129_98,222.013
p102_48,176.992
p130_60,164.842
p130_81,258.01
p131_15,179.116
p133_1,112.839
p133_73,101.757
p134_83,156.487
p138_27,108.968
p138_79,163.407
p138_98,172.382
p139_5,266.043
p139_55,170.279
p142_1,101.64
p142_54,203.022
p143_41,170.024
p143_75,248.747
p145_52,282.425
p147_15,155.835
p149_43,260.171
p104_61,303.262
p104_97,125.716
p151_54,176.182
p151_71,230.682
p152_96,243.87
p153_34,130.547
p154_6,161.441
p156_35,239.132
p156_61,187.482
p158_54,254.953
p158_85,111.986
p158_88,213.174
p105_27,198.096
p105_95,169.878
p160_16,169.438
p160_46,143.246
p162_14,101.277
p162_28,106.791
p162_75,150.18
p162_90,270.552
p164_40,101.721
p164_74,146.845
p164_94,236.936
p164_96,251.173
p165_5,237.585
p165_99,199.617
p166_82,-999900
p167_40,273.659
p168_4,194.476
p168_14,302.715
p168_16,203.296
p168_33,138.299
p168_67,186.395
p168_95,135.841
p169_7,101.565
p169_51,281.466
p169_64,143.065
p169_86,207.26
p170_63,240.997
p171_92,249.723
p172_32,214.852
p174_14,224.441
p174_76,156.094
p176_49,298.086
p176_58,201.195
p176_95,219.893
p177_14,230.11
p178_42,125.838
p178_51,170.075
p179_3,193.54
p179_21,271.528
p107_86,261.106
p180_82,213.43
p182_16,150.764
p182_23,282.492
p183_97,-999900
p184_17,208.975
p184_20,112.198
p187_8,104.189
p187_27,119.375
p187_80,258.784
p188_30,202.836
p108_34,110.681
p108_35,151.58
p190_68,230.616
p191_51,117.697
p192_14,186.236
p194_27,137.61
p194_84,123.854
p196_18,206.867
p199_1,264.291
p109_17,134.338
p109_35,215.641
p410_14,175.403
p410_45,279.907
p411_80,137.484
p413_90,208.254
p415_25,133.471
p416_13,226.728
p416_55,121.43
p416_57,288.812
p417_54,133.62
p417_83,-999900
p417_88,186.12
p418_30,268.084
p418_95,183.481
p419_9,169.981
p419_35,185.375
p419_96,228.533
p401_59,267.046
p420_67,139.795
p421_56,106.83
p422_30,204.174
p422_74,233.027
p424_13,139.04
p424_81,188.994
p426_5,244.191
p428_77,261.065
p428_93,150.897
p431_46,122.518
p431_86,269.415
p433_82,259.745
p435_18,178.487
p436_41,154.367
p437_67,209.37
p438_20,105.259
p438_94,210.451
p439_90,256.511
p403_31,104.141
p403_53,214.227
p403_95,-999900
p403_97,157.282
p442_20,158.132
p442_34,278.196
p443_26,208.643
p443_73,137.064
p443_92,124.445
p444_70,279.091
p445_4,129.747
p446_30,120.635
p446_73,223.932
p446_91,120.346
p447_16,176.698
p449_23,298.299
p449_91,230.3
p451_69,236.451
p452_85,256.317
p453_29,209.395
p453_58,115.636
p454_40,250.472
p454_74,151.15
p457_0,135.643
p458_55,276.029
p459_23,193.609
p459_94,-999900
p405_58,175.652
p460_4,157.92
p461_83,257.548
p462_64,196.559
p463_39,201.634
p463_48,128.343
p464_18,258.392
p464_99,107.827
p466_59,120.664
p466_61,107.464
p467_81,185.756
p468_56,230.928
p469_8,139.693
p470_21,259.081
p471_26,246.545
p471_72,130.899
p472_74,265.832
p472_78,183.464
p473_21,120.894
p473_58,214.551
p473_65,269.872
p474_66,247.184
p475_95,242.458
p476_45,181.381
p477_68,175.813
p478_19,336.548
p478_41,195.362
p479_28,241.563
p479_68,130.126
p479_69,236.724
p407_2,103.792
p482_66,-999900
p482_73,167.09
p482_80,220.325
p483_47,-999900
p484_44,186.795
p484_49,95.9486
p486_97,114.004
p487_10,223.023
p487_78,104.41
p488_25,301.548
p488_31,217.748
p488_34,202.536
p488_59,169.034
p490_82,159.709
p490_85,282.793
p491_19,145.437
p491_23,193.7
p491_59,132.785
p491_85,131.408
p492_4,124.843
p492_29,136.661
p493_69,115.982
p493_92,232.522
p494_29,185.277
p495_15,102.442
p495_31,239.981
p495_94,243.765
p496_3,224.382
p497_20,189.505
p498_61,212.076
p498_76,255.746
p500_38,184.628
p500_77,177.772
p510_50,163.516
p510_60,178.369
p510_87,147.54
p511_71,176.248
p512_22,193.417
p513_48,163.224
p513_75,126.163
p514_51,280.706
p514_60,115.378
p514_79,153.759
p516_10,105.668
p516_73,190.932
p517_42,147.004
p518_88,126.052
p519_72,253.412
p519_82,166.135
p501_7,266.107
p501_28,110.063
p501_91,259.714
p520_87,162.555
p521_27,186.514
p521_74,237.703
p522_23,115.937
p524_45,153.569
p524_69,228.428
p524_87,144.997
p527_22,136.804
p527_25,189.433
p528_42,121.755
p529_34,222.162
p502_18,176.441
p530_50,189.204
p530_56,117.62
p531_3,125.842
p532_58,184.603
p532_93,114.042
p533_7,281.603
p535_5,273.596
p537_31,102.84
p538_31,218.712
p538_36,196.828
p539_89,263.488
p503_98,282.45
p540_94,-999900
p541_66,150.459
p541_84,311.931
p541_89,170.761
p547_46,265.954
p547_61,142.382
p504_91,272.495
p550_43,249.352
p551_25,191.722
p551_45,247.994
p552_35,-999900
p553_37,202.741
p553_41,198.766
p554_66,144.469
p555_66,135.387
p555_67,144.043
p557_66,130.132
p558_3,121.567
p558_99,284.177
p559_25,113.021
p559_52,195.063
p505_45,101.113
p505_75,200.407
p560_28,250.669
p561_38,163.673
p562_46,301.164
p562_55,161.419
p562_72,141.328
p562_94,210.854
p563_21,201.285
p563_34,134.768
p563_38,174.17
p564_5,230.761
p564_70,234.649
p565_30,105.807
p566_66,111.262
p566_74,234.381
p567_65,304.694
p568_34,245.162
p568_51,210.598
p506_64,190.999
p570_1,184.585
p571_39,316.292
p572_9,280.978
p572_80,-999900
p573_81,103.146
p575_15,194.119
p577_11,126.059
p578_98,109.176
p579_62,150.007
p580_61,148.286
p580_95,159.221
p581_41,190.602
p581_63,-999900
p581_68,142.752
p582_7,230.122
p582_25,126.522
p582_27,269.003
p582_54,115.558
p584_86,175.506
p585_64,106.562
p585_65,216.078
p586_35,221.463
p586_72,299.913
p587_47,217.826
p587_64,149.606
p587_85,178.129
p588_18,-999900
p588_26,145.848
p589_25,274.113
p589_55,160.965
p508_74,129.114
p590_1,311.22
p590_94,189.32
p592_18,291.85
p592_27,183.07
p593_10,216.752
p596_13,125.875
p596_16,161.623
p596_51,219.885
p596_76,237.71
p597_16,112.355
p597_52,257.267
p599_15,185.772
p599_73,157.425
p509_15,117.974
p610_0,123.474
p610_44,213.591
p611_79,169.945
p613_70,122.97
p613_82,176.574
p614_25,120.592
p615_40,221.699
p616_10,194.614
p616_25,-999900
p616_81,192.494
p619_35,102.94
p619_45,266.553
p619_52,-999900
p601_12,130.335
p623_29,110.305
p623_30,139.395
p624_53,271.302
p625_91,145.148
p626_51,188.471
p627_82,203.133
p627_98,126.36
p629_3,110.668
p629_54,124.041
p629_70,190.016
p602_69,121.152
p631_14,-999900
p631_46,123.413
p632_93,153.418
p633_26,109.417
p634_40,124.289
p634_87,203.445
p635_97,288.262
p637_60,206.678
p638_19,183.132
p638_67,139.237
p603_19,167.759
p603_60,-999900
p603_65,142.481
p641_18,268.05
p641_56,121.852
p641_75,192.666
p645_25,255.687
p645_28,286.885
p649_20,167.157
p649_27,102.895
p649_33,114.722
p649_68,229.121
p604_8,55.7784
p604_23,135.275
p650_8,138.394
p650_85,138.792
p651_73,245.791
p653_8,105.282
p655_28,145.67
p655_89,168.544
p656_33,187.383
p657_39,164.817
p658_96,284.328
p605_32,-999900
p605_70,233.178
p605_92,122.826
p660_65,175.555
p661_96,291.639
p662_39,261.283
p662_75,288.636
p664_5,155.383
p665_10,174.942
p665_36,203.524
p665_90,-999900
p667_86,163.879
p667_95,135.731
p668_44,227.63
p668_84,-999900
p669_45,139.626
p669_46,289.282
p670_72,-999900
p670_76,162.924
p671_58,211.367
p674_3,150.214
p674_30,266.389
p674_72,198.184
p675_72,106.424
p676_31,143.561
p676_45,96.1193
p677_61,150.801
p677_81,183.662
p678_8,197.757
p679_1,227.349
p679_13,105.029
p607_58,107.805
p680_51,144.05
p680_66,206.844
p681_65,197.619
p682_90,222.759
p682_96,262.338
p683_1,136.466
p683_8,289.221
p684_22,249.115
p684_88,193.861
p684_93,193.645
p688_52,101.271
p689_52,151.947
p608_42,255.226
p608_99,163.899
p690_3,162.582
p690_16,252.146
p691_49,182.604
p691_78,100.9
p691_85,282.201
p693_47,226.672
p693_88,183.136
p694_25,101.457
p696_27,100.472
p697_13,239.67
p697_24,212.929
p697_37,203.116
p699_74,290.737
p699_81,187.654
p699_86,159.351
p609_10,137.396
p710_99,151.952
p711_35,243.934
p711_49,165.197
p711_85,201.4
p714_25,104.847
p714_80,224.262
p715_36,-999900
p715_61,152.936
p716_33,127.695
p717_50,105.275
p717_65,181.473
p717_85,129.407
p718_29,105.928
p718_37,232.304
p718_51,155.197
p701_57,254.508
p720_25,217.231
p720_38,285.561
p720_61,159.559
p722_54,177.622
p722_85,-999900
p723_58,126.301
p723_89,183.039
p724_34,275.875
p724_81,278.338
p725_57,133.979
p726_41,233.45
p727_28,192.146
p727_63,107.893
p727_99,262.825
p729_24,126.595
p729_58,173.021
p729_96,-999900
p732_29,266.851
p733_60,233.904
p734_33,97.4219
p734_90,-999900
p734_95,208.588
p737_29,107.75
p737_86,124.149
p738_51,266.715
p738_57,112.518
p703_24,230.818
p703_68,251.999
p740_35,294.015
p741_11,150.007
p741_49,-999900
p741_80,196.734
p744_43,-999900
p744_70,203.676
p744_83,264.337
p745_71,103.066
p745_79,105.757
p747_11,147
p747_80,-999900
p749_5,183.175
p749_41,166.248
p749_79,286.011
p751_42,170.557
p753_53,235.298
p753_69,212.737
p754_45,112.022
p754_96,133.382
p755_15,125.912
p755_46,250.934
p755_55,139.446
p756_53,-999900
p757_28,223.795
p758_72,115.219
p759_9,247.23
p759_22,120.808
p761_67,247.621
p762_74,113.378
p765_17,207.052
p765_22,191.305
p765_79,258.072
p766_84,172.532
p766_92,158.629
p767_47,299.288
p768_73,-999900
p769_61,168.011
p769_85,223.021
p706_94,135.265
p706_95,188.617
p770_0,109.964
p770_27,169.668
p770_55,100.505
p771_88,106.269
p772_85,205.67
p774_53,108.287
p776_38,133.255
p776_97,163.248
p777_10,300.909
p777_67,161.333
p707_18,316.392
p780_72,267.532
p780_75,163.634
p780_78,263.711
p781_62,236.791
p782_2,139.354
p782_25,108.943
p782_30,155.344
p784_29,154.265
p785_61,265.1
p785_74,192.701
p786_81,129.416
p788_25,232.816
p789_22,94.7842
p789_48,161.885
p789_73,176.504
p790_63,155.684
p791_66,165.165
p794_41,272.524
p794_81,198.87
p796_42,148.831
p797_22,122.834
p797_86,-999900
p798_81,118.415
p799_74,-999900
p811_34,153.519
p815_71,170.333
p815_83,200.329
p816_77,289.384
p817_16,250.421
p817_59,113.853
p818_13,157.324
p819_56,201.611
p819_92,141.893
p801_90,-999900
p821_92,-999900
p822_39,238.893
p822_53,213.668
p823_86,-999900
p824_34,232.923
p825_56,114.796
p825_57,193.976
p826_6,219.399
p826_88,279.516
p827_69,103.877
p828_43,107.602
p829_43,299.482
p829_95,122.361
p830_39,153.305
p830_93,158.11
p831_64,-999900
p831_90,146.295
p832_25,109.569
p832_58,139.812
p833_93,232.472
p835_94,167.799
p837_25,108.855
p837_35,180.806
p837_44,163.412
p838_18,293.299
p838_26,262.57
p839_17,171.408
p839_36,193.45
p803_61,175.339
p841_2,-999900
p841_67,109.934
p842_51,236.726
p842_65,203.731
p843_6,176.081
p843_33,210.097
p843_57,177.881
p843_68,282.563
p843_94,137.8
p844_7,159.505
p845_25,151.745
p845_93,143.865
p846_48,197.832
p848_52,119.782
p848_69,116.845
p848_75,146.909
p804_12,278.098
p804_90,155.861
p804_96,136.562
p850_8,138.392
p851_18,190.942
p851_43,113.379
p852_52,302.499
p853_31,267.563
p853_92,264.417
p855_51,144.471
p856_63,202.907
p857_3,238.581
p857_46,204.274
p857_83,153.322
p858_28,285.53
p805_32,267.761
p805_34,155.509
p805_43,196.41
p860_32,145.015
p861_76,158.692
p862_32,198.224
p862_38,147.728
p862_74,-999900
p863_79,105.919
p864_10,222.586
p864_41,137.079
p864_85,100.203
p865_40,203.246
p865_57,147.779
p865_65,132.545
p866_37,295.146
p867_19,235.251
p867_82,113.131
p869_28,184.144
p870_96,232.171
p871_14,229.267
p871_29,122.19
p872_2,275.732
p872_13,257.25
p872_31,206.005
p872_67,172.839
p872_77,261.392
p872_90,147.667
p872_97,132.637
p873_1,273.623
p873_72,279.053
p874_8,105.781
p874_30,147.318
p875_52,160.188
p875_68,241.264
p876_99,131.287
p877_9,221.348
p877_11,151.711
p807_2,236.077
p880_34,128.445
p881_37,283.798
p881_85,297.581
p883_92,286.865
p885_92,205.872
p885_95,147.667
p886_10,99.6352
p886_33,116.906
p886_93,156.578
p887_28,148.622
p888_12,147.952
p888_49,130.161
p889_67,150.217
p889_77,139.104
p808_50,120.074
p808_73,214.349
p892_78,209.109
p893_3,218.858
p893_5,321.626
p893_71,105.125
p894_46,204.352
p896_31,105.793
p896_49,-999900
p896_77,277.436
p897_63,228.856
p897_70,164.106
p899_29,186.271
p899_51,121.071
p900_34,199.293
p900_73,219.725
p910_66,195.453
p911_4,191.975
p911_80,218.75
p912_85,193.463
p915_74,199.767
p916_6,244.197
p917_85,223.888
p918_42,267.695
p901_98,101.581
p920_57,147.521
p921_41,103.24
p922_47,226.264
p923_48,156.009
p923_89,211.154
p925_15,-999900
p925_19,167.551
p925_79,109.229
p926_75,-999900
p926_81,155.885
p928_13,161.655
p902_59,216.456
p930_93,106.224
p933_13,184.867
p933_14,139.098
p933_71,198.546
p933_95,183.624
p934_67,194.628
p934_96,163.998
p935_77,213.196
p937_11,139.292
p939_70,-999900
p939_71,171.623
p903_3,118.279
p903_4,269.183
p903_97,136.562
p940_4,126.034
p940_45,169.18
p941_18,-999900
p941_81,242.451
p942_16,219.013
p942_30,147.01
p942_41,252.123
p942_74,237.055
p943_86,291.561
p944_5,241.866
p945_26,157.774
p945_60,177.99
p945_97,238.665
p947_10,214.353
p949_93,112.169
p904_8,170.461
p904_50,-999900
p904_95,101.452
p950_77,238.498
p951_76,145.397
p953_5,183.67
p953_76,110.907
p953_82,231.806
p955_69,200.506
p957_83,244.358
p958_30,196.31
p958_55,265.054
p959_53,131.094
p961_83,164.581
p961_87,137.42
p962_53,177.437
p962_61,112.176
p963_32,203.703
p963_74,161.674
p965_75,210.61
p966_31,131.213
p966_34,111.836
p967_5,275.508
p967_72,102.92
p968_14,104.195
p968_56,302.684
p969_13,237.444
p969_68,263.91
p970_61,264.243
p971_4,110.138
p971_76,105.229
p971_96,142.174
p972_31,164.293
p972_64,118.564
p975_84,139.94
p976_2,149.11
p976_98,191.618
p977_24,98.4495
p978_84,197.952
p978_95,199.036
p979_52,-999900
p907_18,184.81
p907_30,136.112
p980_25,204.677
p981_94,217.555
p984_16,134.433
p984_24,289.595
p985_41,173.469
p985_64,129.887
p985_78,194.149
p986_81,217.246
p987_25,297.801
p987_94,180.985
p988_19,225.326
p989_77,200.287
p908_26,134.868
p908_98,122.342
p991_7,-999900
p994_90,114.06
p994_93,-999900
p995_68,273.161
p995_71,153.195
p996_66,196.107
p997_84,252.955
p998_84,244.626
p999_77,230.449
p909_53,112.456
p300_9,198.767
p300_29,267.69
p300_56,102.258
p312_83,183.42
p313_32,291.234
p313_53,162.195
p315_64,210.494
p315_78,248.582
p317_4,115.634
p318_58,240.749
p318_94,190.028
p319_11,157.718
p319_20,162.583
p301_80,297.492
p320_71,122.741
p321_43,195.661
p322_62,147.606
p322_69,117.125
p322_94,-999900
p323_16,119.067
p324_64,141.35
p324_88,182.605
p324_90,179.914
p325_55,109.244
p325_58,115.694
p325_73,105.363
p326_38,135.288
p327_41,189.419
p327_67,225.657
p328_2,144.571
p328_67,174.436
p329_59,195.074
p329_80,269.962
p330_29,196.156
p331_12,-999900
p332_10,192.583
p334_63,196.851
p334_96,-999900
p335_13,221.277
p337_40,136.275
p337_70,134.915
p338_86,223.193
p338_94,266.921
p339_38,105.927
p339_70,101.292
p339_97,172.741
p303_0,134.453
p303_81,161.183
p340_90,113.63
p341_12,197.959
p342_61,127.102
p342_67,113.399
p342_68,221.959
p343_1,128.426
p343_77,134.038
p343_80,291.349
p344_87,203.884
p344_95,210.313
p344_96,113.112
p345_19,148.879
p345_73,292.422
p345_82,148.071
p346_80,182.5
p347_27,153.518
p348_40,108.104
p348_53,267.171
p348_56,-999900
p348_78,146.427
p304_2,157.07
p304_49,258.206
p351_12,139.592
p351_41,104.272
p351_70,227.079
p352_90,279.411
p354_51,105.854
p354_85,290.427
p355_4,119.597
p355_16,121.055
p355_76,124.399
p355_82,183.098
p357_21,132.823
p357_67,126.248
p357_91,-999900
p358_90,175.823
p359_42,220.828
p305_75,115
p361_61,167.658
p362_75,286.309
p363_35,186.283
p363_99,134.047
p364_65,212.18
p364_85,143.875
p365_41,125.694
p365_55,307.259
p365_84,179.117
p365_92,165.846
p366_12,292.845
p367_20,183.527
p367_90,233.668
p370_46,233.276
p370_51,128.641
p370_75,154.544
p371_29,236.216
p372_23,177.24
p372_68,208.677
p373_40,114.032
p373_60,116.256
p374_23,321.632
p374_29,216.801
p374_31,238.869
p374_55,153.38
p374_56,141.233
p374_99,241.253
p375_62,227.087
p376_33,227.142
p376_86,219.041
p377_21,156.045
p377_89,118.107
p378_12,146.817
p378_75,191.023
p379_74,298.094
p307_3,168.919
p307_64,264.45
p307_92,110.091
p380_56,264.311
p380_88,278.109
p381_30,108.855
p381_94,184.545
p383_61,148.466
p384_2,255.746
p384_11,124.243
p384_89,191.247
p385_51,129.272
p387_82,109.804
p387_90,107.725
p388_15,117.816
p389_29,158.075
p308_55,249.268
p308_58,211.656
p308_73,125.408
p390_10,216.648
p390_86,124.612
p391_2,234.856
p392_52,169.799
p392_53,274.039
p392_60,277.768
p392_73,203.705
p392_78,177.773
p393_49,173.794
p394_14,245.933
p394_76,156.939
p395_73,123.283
p396_16,236.239
p397_37,233.129
p397_51,251.118
p398_95,315.382
p399_5,263.914
p399_89,-999900
p309_10,99.5725
p309_23,223.076
p309_95,188.548
p210_85,183.641
p213_36,-999900
p216_37,124.97
p216_58,179.722
p217_46,179.434
p219_28,119.736
p220_10,198.547
p220_18,153.592
p221_16,210.46
p221_21,191.959
p222_82,184.885
p223_94,165.733
p226_76,236.173
p226_78,232.059
p227_37,148.751
p227_99,252.301
p229_3,169.637
p229_76,243.953
p231_83,256.861
p231_97,247.734
p232_4,107.063
p233_73,137.641
p235_29,207.857
p237_10,113.628
p237_39,252.547
p237_80,169.207
p238_50,296.495
p238_60,-999900
p238_61,144.155
p238_80,298.765
p238_86,129.598
p239_12,230.455
p203_56,190.571
p203_60,145.506
p243_48,166.467
p245_47,146.649
p247_12,181.154
p247_60,129.669
p247_68,107.475
p248_22,201.038
p248_49,256.722
p249_44,207.084
p204_30,115.511
p204_97,187.451
p250_95,171.186
p251_4,122.5
p251_12,220.556
p251_20,165.978
p252_75,246.862
p253_22,153.156
p253_55,121.711
p253_68,166.249
p253_95,-999900
p255_63,290.942
p255_92,-999900
p256_82,243.79
p257_28,257.976
p258_91,196.566
p258_97,158.308
p205_10,263.814
p205_11,101.984
p260_9,101
p260_35,286.687
p260_72,193.401
p261_20,247.811
p262_79,257.21
p263_56,-999900
p264_67,216.214
p264_81,114.139
p265_52,302.684
p265_91,150.299
p266_52,287.987
p266_69,101.041
p267_37,171.716
p267_53,120.739
p268_96,165.327
p269_25,175.072
p206_51,185.592
p270_37,143.897
p270_93,159.25
p271_8,216.984
p271_21,223.216
p271_46,167.33
p271_54,159.454
p271_66,290.559
p271_89,-999900
p272_83,167.742
p274_5,110.778
p274_13,106.826
p274_95,125.867
p277_16,231.433
p277_41,199.663
p277_56,229.648
p278_11,131.437
p279_38,214.627
p279_70,120.506
p279_97,147.498
p207_1,246.739
p280_84,250.634
p281_99,183.462
p282_48,148.297
p283_25,259.046
p283_98,170.157
p285_1,154.55
p285_6,-999900
p289_9,226.508
p289_14,150.532
p289_36,-999900
p289_38,181.026
p290_39,259.452
p291_40,181.534
p292_87,250.385
p293_11,215.275
p293_71,177.867
p293_89,130.755
p294_64,177.256
p295_32,159.616
p297_13,161.448
p297_39,280.64
p298_60,155.832
p299_35,106.726
p299_50,204.138
p299_53,110.504
p209_4,103.105
p209_14,132.71
p209_27,199.691